"","candidate","votes","fraction_votes","PST045214","SEX255214","RHI125214","RHI225214","RHI325214","RHI425214","RHI525214","RHI625214","RHI725214","RHI825214"
"8520","Hillary Clinton",319,0.53,10911,50.8,95.4,0.5,1.5,0.4,0.1,2.1,1.4,94.2
"8524","Donald Trump",1316,0.45,13703,48.1,98.5,0.3,0.3,0.2,0.1,0.7,0.7,97.9
"8525","Hillary Clinton",314,0.477,13703,48.1,98.5,0.3,0.3,0.2,0.1,0.7,0.7,97.9
"8527","Donald Trump",1099,0.502,9492,49.5,97,0.3,0.8,0.1,0,1.7,1.7,95.7
"8529","Hillary Clinton",217,0.421,9492,49.5,97,0.3,0.8,0.1,0,1.7,1.7,95.7
"8535","Donald Trump",1155,0.571,17650,52.7,71,26.7,0.5,0.4,0.1,1.4,2.2,69.3
"8538","Hillary Clinton",602,0.694,17650,52.7,71,26.7,0.5,0.4,0.1,1.4,2.2,69.3
"8540","Hillary Clinton",436,0.493,19202,49.9,97.2,0.6,0.5,0.6,0.1,1,2.1,95.5
"8541","Donald Trump",1561,0.426,19202,49.9,97.2,0.6,0.5,0.6,0.1,1,2.1,95.5
"8546","Donald Trump",3343,0.453,42225,50.6,92.9,3.4,0.7,0.7,0.3,1.9,8.3,85.5
"8548","Hillary Clinton",1265,0.448,42225,50.6,92.9,3.4,0.7,0.7,0.3,1.9,8.3,85.5
"8551","Hillary Clinton",1137,0.384,44847,47.6,90.9,2.4,0.8,3.3,0.1,2.4,2.5,88.9
"8555","Donald Trump",3425,0.453,44847,47.6,90.9,2.4,0.8,3.3,0.1,2.4,2.5,88.9
"8557","Hillary Clinton",661,0.57,18541,44.8,90.4,7.6,0.3,0.3,0,1.4,2.2,88.4
"8562","Donald Trump",1241,0.462,18541,44.8,90.4,7.6,0.3,0.3,0,1.4,2.2,88.4
"8565","Hillary Clinton",4645,0.471,94788,50.6,87.4,6.4,0.6,2.7,0.5,2.5,5.7,82.5
"8566","Donald Trump",5492,0.371,94788,50.6,87.4,6.4,0.6,2.7,0.5,2.5,5.7,82.5
"8572","Donald Trump",2240,0.344,31054,51.2,95.7,1,0.7,0.9,0,1.6,2.1,93.8
"8573","Hillary Clinton",744,0.461,31054,51.2,95.7,1,0.7,0.9,0,1.6,2.1,93.8
"8577","Donald Trump",2802,0.511,53436,43.2,77.8,12.8,1,3,0.7,4.7,10.7,69.4
"8578","Hillary Clinton",860,0.446,53436,43.2,77.8,12.8,1,3,0.7,4.7,10.7,69.4
"8582","Donald Trump",565,0.532,4829,49.1,98.1,0.3,0.2,0.5,0,1,1.4,96.8
"8584","Hillary Clinton",102,0.468,4829,49.1,98.1,0.3,0.2,0.5,0,1,1.4,96.8
"8587","Hillary Clinton",415,0.545,10255,49.6,96.8,1.2,0.3,0.4,0.1,1.2,1.2,95.7
"8590","Donald Trump",961,0.468,10255,49.6,96.8,1.2,0.3,0.4,0.1,1.2,1.2,95.7
"8595","Hillary Clinton",647,0.449,25072,47.5,90.9,5.9,0.4,0.6,0,2.2,1.9,89.3
"8598","Donald Trump",1887,0.455,25072,47.5,90.9,5.9,0.4,0.6,0,2.2,1.9,89.3
"8600","Hillary Clinton",942,0.482,22949,49.9,95.9,1.4,0.6,0.4,0.1,1.6,2.3,93.9
"8603","Donald Trump",1565,0.442,22949,49.9,95.9,1.4,0.6,0.4,0.1,1.6,2.3,93.9
"8609","Donald Trump",647,0.587,6565,48.8,95.8,0.9,0.9,0.2,0,2.2,1.5,94.6
"8610","Hillary Clinton",230,0.471,6565,48.8,95.8,0.9,0.9,0.2,0,2.2,1.5,94.6
"8612","Donald Trump",1096,0.48,13969,50.7,96.4,0.7,0.9,0.4,0,1.6,1.2,95.4
"8615","Hillary Clinton",259,0.491,13969,50.7,96.4,0.7,0.9,0.4,0,1.6,1.2,95.4
"8619","Hillary Clinton",17805,0.448,379493,50.9,90.7,4.7,0.3,2.5,0.1,1.8,3.1,87.9
"8620","Donald Trump",30489,0.415,379493,50.9,90.7,4.7,0.3,2.5,0.1,1.8,3.1,87.9
"8623","Donald Trump",962,0.491,9457,49.3,96.3,0.7,0.8,0.2,0,1.9,2.3,94.4
"8624","Hillary Clinton",340,0.499,9457,49.3,96.3,0.7,0.8,0.2,0,1.9,2.3,94.4
"8632","Hillary Clinton",842,0.503,17914,49.5,96.2,0.9,0.3,0.3,1.2,1.1,1,95.3
"8634","Donald Trump",1080,0.444,17914,49.5,96.2,0.9,0.3,0.3,1.2,1.1,1,95.3
"8636","Donald Trump",4061,0.477,65960,46.6,93.5,4.5,0.4,0.4,0.1,1.1,1.4,92.3
"8639","Hillary Clinton",1939,0.453,65960,46.6,93.5,4.5,0.4,0.4,0.1,1.1,1.4,92.3
"8641","Donald Trump",47878,0.357,1001876,52.6,69.9,23.9,0.2,4,0,2,2.7,67.6
"8643","Hillary Clinton",89373,0.553,1001876,52.6,69.9,23.9,0.2,4,0,2,2.7,67.6
"8648","Donald Trump",1417,0.448,23347,50.3,89.5,5.2,0.8,0.8,1.1,2.5,9.8,80.9
"8649","Hillary Clinton",910,0.514,23347,50.3,89.5,5.2,0.8,0.8,1.1,2.5,9.8,80.9
"8653","Hillary Clinton",124,0.492,4370,50.9,98.5,0.2,0.2,0.2,0,0.8,1.1,97.5
"8658","Donald Trump",428,0.574,4370,50.9,98.5,0.2,0.2,0.2,0,0.8,1.1,97.5
"8661","Donald Trump",395,0.482,4863,50.7,98.5,0.1,0.3,0.2,0,0.8,0.9,97.7
"8662","Hillary Clinton",108,0.441,4863,50.7,98.5,0.1,0.3,0.2,0,0.8,0.9,97.7
"8666","Donald Trump",3373,0.496,38903,51.4,85.7,11.7,0.3,0.5,0,1.7,2.2,83.9
"8667","Hillary Clinton",1067,0.55,38903,51.4,85.7,11.7,0.3,0.5,0,1.7,2.2,83.9
"8673","Donald Trump",808,0.532,8329,50.1,95.8,0.4,1,0.3,0,2.5,1.8,94.2
"8676","Hillary Clinton",317,0.506,8329,50.1,95.8,0.4,1,0.3,0,2.5,1.8,94.2
"8678","Donald Trump",579,0.424,6108,50.3,97.7,0.7,0.3,0.2,0.1,0.9,1.6,96.4
"8680","Hillary Clinton",240,0.511,6108,50.3,97.7,0.7,0.3,0.2,0.1,0.9,1.6,96.4
"8685","Hillary Clinton",674,0.566,29867,51.3,97,1.2,0.5,0.3,0,1.1,1.7,95.6
"8688","Donald Trump",3024,0.52,29867,51.3,97,1.2,0.5,0.3,0,1.1,1.7,95.6
"8692","Donald Trump",3928,0.479,31104,51.1,96.8,0.5,0.7,0.4,0,1.5,2,95.2
"8693","Hillary Clinton",806,0.469,31104,51.1,96.8,0.5,0.7,0.4,0,1.5,2,95.2
"8699","Hillary Clinton",177,0.598,6411,49.2,96,1.7,0.7,0.4,0.3,0.9,17.6,79.5
"8700","Donald Trump",510,0.512,6411,49.2,96,1.7,0.7,0.4,0.3,0.9,17.6,79.5
"8701","Hillary Clinton",1199,0.462,54230,51.5,94.4,1.4,0.9,1,0.1,2.1,5.5,89.6
"8704","Donald Trump",5086,0.474,54230,51.5,94.4,1.4,0.9,1,0.1,2.1,5.5,89.6
"8709","Donald Trump",2659,0.51,25642,47.9,93,3.7,0.8,0.4,0.1,2,2.2,91.1
"8710","Hillary Clinton",603,0.463,25642,47.9,93,3.7,0.8,0.4,0.1,2,2.2,91.1
"8714","Hillary Clinton",490,0.478,21001,51.2,95.9,0.8,0.8,0.6,0.1,1.8,2,94.2
"8715","Donald Trump",1530,0.483,21001,51.2,95.9,0.8,0.8,0.6,0.1,1.8,2,94.2
"8719","Hillary Clinton",986,0.44,33253,50.1,94.6,2.4,0.5,0.6,0.1,1.8,3.2,91.9
"8721","Donald Trump",2722,0.46,33253,50.1,94.6,2.4,0.5,0.6,0.1,1.8,3.2,91.9
"8727","Donald Trump",1666,0.508,25077,48.4,95.4,2.4,0.5,0.3,0,1.4,1.3,94.4
"8728","Hillary Clinton",754,0.514,25077,48.4,95.4,2.4,0.5,0.3,0,1.4,1.3,94.4
"8731","Donald Trump",1376,0.542,13452,50.2,96.8,0.7,0.5,0.3,0,1.7,1.4,95.6
"8733","Hillary Clinton",393,0.578,13452,50.2,96.8,0.7,0.5,0.3,0,1.7,1.4,95.6
"8738","Donald Trump",3041,0.378,36888,49.1,96.3,1.1,0.7,0.3,0,1.6,1.9,94.7
"8739","Hillary Clinton",940,0.44,36888,49.1,96.3,1.1,0.7,0.3,0,1.6,1.9,94.7
"8745","Hillary Clinton",59,0.415,2073,50.1,97.6,0.8,0.3,0.3,0,1,1.3,96.5
"8747","Donald Trump",224,0.471,2073,50.1,97.6,0.8,0.3,0.3,0,1,1.3,96.5
"8753","Hillary Clinton",402,0.505,18291,51.1,96.8,0.7,0.6,0.3,0.1,1.5,1.7,95.3
"8754","Donald Trump",1874,0.462,18291,51.1,96.8,0.7,0.6,0.3,0.1,1.5,1.7,95.3
"8757","Donald Trump",5006,0.363,317419,51.7,46.6,47.5,0.3,3.2,0,2.3,3.8,43.6
"8758","Hillary Clinton",34458,0.55,317419,51.7,46.6,47.5,0.3,3.2,0,2.3,3.8,43.6
"8762","Hillary Clinton",241,0.417,9345,48.9,95.1,0.4,1.9,0.5,0.3,1.8,3.7,91.9
"8763","Donald Trump",1626,0.676,9345,48.9,95.1,0.4,1.9,0.5,0.3,1.8,3.7,91.9
"8766","Hillary Clinton",512,0.443,13282,50.8,31.9,0.4,64.4,0.5,0,2.8,5.6,29.6
"8769","Donald Trump",1087,0.806,13282,50.8,31.9,0.4,64.4,0.5,0,2.8,5.6,29.6
"8771","Hillary Clinton",280,0.385,6619,50.6,48.2,0.2,49,0.2,0,2.4,2.3,47.4
"8775","Donald Trump",465,0.774,6619,50.6,48.2,0.2,49,0.2,0,2.4,2.3,47.4
"8776","Donald Trump",1001,0.743,5667,49.3,96.2,0.5,1.5,0.2,0.2,1.4,2.5,94
"8777","Hillary Clinton",188,0.382,5667,49.3,96.2,0.5,1.5,0.2,0.2,1.4,2.5,94
"8783","Hillary Clinton",614,0.456,10399,49.8,96.7,0.5,1.2,0.3,0.1,1.2,2.3,94.8
"8784","Donald Trump",1507,0.779,10399,49.8,96.7,0.5,1.2,0.3,0.1,1.2,2.3,94.8
"8787","Donald Trump",349,0.695,1169,50,98,0.1,0.9,0.1,0,0.9,1.2,96.9
"8789","Hillary Clinton",21,0.447,1169,50,98,0.1,0.9,0.1,0,0.9,1.2,96.9
"8792","Hillary Clinton",4833,0.527,82344,49.6,88.9,1.7,4.6,1,0.1,3.6,4.1,85.9
"8793","Donald Trump",8129,0.747,82344,49.6,88.9,1.7,4.6,1,0.1,3.6,4.1,85.9
"8796","Hillary Clinton",276,0.575,5894,50.6,77,0.2,20.6,0.5,0.1,1.6,2.2,75.9
"8798","Donald Trump",865,0.708,5894,50.6,77,0.2,20.6,0.5,0.1,1.6,2.2,75.9
"8801","Hillary Clinton",476,0.511,12092,50,95,0.6,2,0.4,0.1,1.8,3,92.6
"8804","Donald Trump",1363,0.783,12092,50,95,0.6,2,0.4,0.1,1.8,3,92.6
"8807","Hillary Clinton",65,0.512,1793,49.7,95.3,0.3,2.1,0.3,0,2,2,93.6
"8809","Donald Trump",340,0.761,1793,49.7,95.3,0.3,2.1,0.3,0,2,2,93.6
"8811","Hillary Clinton",228,0.464,9518,48.6,94.9,0.5,2.1,0.4,0.1,2,2.7,92.8
"8815","Donald Trump",1685,0.746,9518,48.6,94.9,0.5,2.1,0.4,0.1,2,2.7,92.8
"8818","Hillary Clinton",986,0.512,9150,46.6,93,0.4,3.5,0.5,0.1,2.5,3.1,90.8
"8820","Donald Trump",737,0.815,9150,46.6,93,0.4,3.5,0.5,0.1,2.5,3.1,90.8
"8822","Donald Trump",734,0.756,3108,48.7,97.1,0.2,0.7,0.6,0.1,1.3,1.7,95.6
"8824","Hillary Clinton",34,0.586,3108,48.7,97.1,0.2,0.7,0.6,0.1,1.3,1.7,95.6
"8826","Donald Trump",1975,0.73,11442,49.7,95.9,0.5,1.4,0.3,0,1.9,2.4,93.9
"8827","Hillary Clinton",415,0.509,11442,49.7,95.9,0.5,1.4,0.3,0,1.9,2.4,93.9
"8832","Donald Trump",10642,0.769,94924,50.2,95.2,0.4,1.4,0.7,0.1,2.2,2.7,93
"8833","Hillary Clinton",3021,0.421,94924,50.2,95.2,0.4,1.4,0.7,0.1,2.2,2.7,93
"8837","Donald Trump",8313,0.67,97308,48.6,95.1,0.4,1,1.4,0.1,1.9,3.1,92.4
"8840","Hillary Clinton",5951,0.41,97308,48.6,95.1,0.4,1,1.4,0.1,1.9,3.1,92.4
"8842","Hillary Clinton",9,0.265,1309,50.1,98.7,0.3,0.4,0.1,0,0.5,1.2,97.5
"8844","Donald Trump",357,0.81,1309,50.1,98.7,0.3,0.4,0.1,0,0.5,1.2,97.5
"8848","Donald Trump",427,0.81,13696,51.1,33.6,0.2,62.6,0.4,0,3.2,2.7,32.5
"8849","Hillary Clinton",928,0.432,13696,51.1,33.6,0.2,62.6,0.4,0,3.2,2.7,32.5
"8852","Donald Trump",203,0.822,852,48.7,94.5,0.7,1.2,0.7,0,2.9,4.1,91.2
"8855","Hillary Clinton",27,0.386,852,48.7,94.5,0.7,1.2,0.7,0,2.9,4.1,91.2
"8856","Donald Trump",487,0.726,3209,49.5,96.5,0.4,0.7,0.3,0,2.1,2.1,94.6
"8858","Hillary Clinton",137,0.374,3209,49.5,96.5,0.4,0.7,0.3,0,2.1,2.1,94.6
"8862","Donald Trump",1342,0.761,16596,49.6,72.7,0.6,22.7,0.6,0.1,3.4,3.3,70.9
"8865","Hillary Clinton",867,0.461,16596,49.6,72.7,0.6,22.7,0.6,0.1,3.4,3.3,70.9
"8869","Donald Trump",1648,0.745,11558,49,94.8,0.4,1.7,0.5,0,2.5,2.3,92.9
"8870","Hillary Clinton",716,0.456,11558,49,94.8,0.4,1.7,0.5,0,2.5,2.3,92.9
"8871","Hillary Clinton",69,0.448,1991,47.9,97.9,0.1,1,0.3,0,0.8,1.7,96.3
"8873","Donald Trump",421,0.673,1991,47.9,97.9,0.1,1,0.3,0,0.8,1.7,96.3
"8876","Donald Trump",2927,0.767,29099,50.8,68.2,0.4,23.6,0.5,0.1,7.2,4.1,66.2
"8880","Hillary Clinton",1338,0.445,29099,50.8,68.2,0.4,23.6,0.5,0.1,7.2,4.1,66.2
"8883","Hillary Clinton",5362,0.473,65856,50.8,94.1,0.5,2.2,0.7,0.1,2.4,3,91.6
"8885","Donald Trump",6194,0.709,65856,50.8,94.1,0.5,2.2,0.7,0.1,2.4,3,91.6
"8888","Hillary Clinton",78,0.479,2359,52.4,98.1,0.3,0.3,0.1,0,1.1,0.7,97.5
"8889","Donald Trump",387,0.725,2359,52.4,98.1,0.3,0.3,0.1,0,1.1,0.7,97.5
"8891","Hillary Clinton",668,0.423,19125,49.5,95.7,0.4,1.2,0.4,0.1,2.4,2.8,93.3
"8892","Donald Trump",3073,0.837,19125,49.5,95.7,0.4,1.2,0.4,0.1,2.4,2.8,93.3
"8896","Hillary Clinton",65,0.528,1694,49,97,0.6,0.8,0.2,0.1,1.3,1.4,95.9
"8898","Donald Trump",410,0.812,1694,49,97,0.6,0.8,0.2,0.1,1.3,1.4,95.9
"8901","Hillary Clinton",311,0.446,7820,47.5,96.8,0.5,0.6,0.4,0,1.7,2.9,94.3
"8904","Donald Trump",1412,0.715,7820,47.5,96.8,0.5,0.6,0.4,0,1.7,2.9,94.3
"8908","Donald Trump",394,0.782,1853,49.1,96.9,0.3,0.6,0.5,0,1.6,1.8,95.4
"8909","Hillary Clinton",56,0.463,1853,49.1,96.9,0.3,0.6,0.5,0,1.6,1.8,95.4
"8912","Donald Trump",638,0.723,4257,47.3,93.7,0.5,1.9,0.8,0,3.1,2.8,91.3
"8914","Hillary Clinton",173,0.434,4257,47.3,93.7,0.5,1.9,0.8,0,3.1,2.8,91.3
"8918","Donald Trump",7623,0.734,112684,49.7,92.1,0.6,2.9,1.5,0.1,2.7,3.1,89.7
"8919","Hillary Clinton",8115,0.369,112684,49.7,92.1,0.6,2.9,1.5,0.1,2.7,3.1,89.7
"8922","Donald Trump",1032,0.782,4589,49.8,95.6,0.6,1.5,0.3,0,2,3.4,92.9
"8923","Hillary Clinton",92,0.413,4589,49.8,95.6,0.6,1.5,0.3,0,2,3.4,92.9
"8926","Hillary Clinton",910,0.373,15880,49.8,96.1,0.3,1.2,0.4,0.1,1.9,2.8,93.7
"8930","Donald Trump",1901,0.756,15880,49.8,96.1,0.3,1.2,0.4,0.1,1.9,2.8,93.7
"8932","Hillary Clinton",16,0.471,485,45.4,98.4,0,0.6,0,0,1,1.2,97.1
"8933","Donald Trump",167,0.823,485,45.4,98.4,0,0.6,0,0,1,1.2,97.1
"8936","Donald Trump",1097,0.784,4192,50.3,87.2,0.1,8.4,0.3,0,4.1,2.1,85.5
"8940","Hillary Clinton",80,0.457,4192,50.3,87.2,0.1,8.4,0.3,0,4.1,2.1,85.5
"8943","Donald Trump",930,0.728,6219,51.3,82.3,0.3,14.5,0.3,0,2.5,1.8,81.4
"8945","Hillary Clinton",256,0.498,6219,51.3,82.3,0.3,14.5,0.3,0,2.5,1.8,81.4
"8948","Hillary Clinton",24,0.414,1783,49.4,95.9,0.1,1.9,0.2,0,2,2,94.2
"8949","Donald Trump",516,0.785,1783,49.4,95.9,0.1,1.9,0.2,0,2,2,94.2
"8951","Donald Trump",818,0.768,6909,38.1,92.3,1.1,4.6,0.5,0,1.3,2.3,90.4
"8954","Hillary Clinton",205,0.418,6909,38.1,92.3,1.1,4.6,0.5,0,1.3,2.3,90.4
"8958","Donald Trump",269,0.747,1148,49.2,94.8,0.3,0.4,0.9,0,3.7,2.1,92.7
"8960","Hillary Clinton",48,0.49,1148,49.2,94.8,0.3,0.4,0.9,0,3.7,2.1,92.7
"8961","Hillary Clinton",1855,0.452,41030,50.3,95.7,0.5,1.1,0.7,0.1,1.9,3.3,92.9
"8962","Donald Trump",6281,0.705,41030,50.3,95.7,0.5,1.1,0.7,0.1,1.9,3.3,92.9
"8966","Hillary Clinton",217,0.545,11576,47.7,94.6,0.5,1.9,0.5,0.1,2.5,4.8,90.3
"8968","Donald Trump",1435,0.762,11576,47.7,94.6,0.5,1.9,0.5,0.1,2.5,4.8,90.3
"8971","Hillary Clinton",314,0.412,11332,49.7,38.1,0.3,58,0.4,0,3.3,2.5,37.3
"8972","Donald Trump",712,0.809,11332,49.7,38.1,0.3,58,0.4,0,3.3,2.5,37.3
"8977","Donald Trump",959,0.819,9326,49.6,59.7,0.3,36.3,0.5,0,3.1,4.1,58
"8979","Hillary Clinton",250,0.38,9326,49.6,59.7,0.3,36.3,0.5,0,3.1,4.1,58
"8982","Donald Trump",1992,0.781,11364,48.9,91.8,0.3,4.5,0.5,0.1,2.8,2.5,90
"8985","Hillary Clinton",404,0.384,11364,48.9,91.8,0.3,4.5,0.5,0.1,2.8,2.5,90
"8989","Donald Trump",499,0.752,3696,49.1,95,0.4,2,0.4,0,2.2,2.2,93.3
"8990","Hillary Clinton",171,0.478,3696,49.1,95,0.4,2,0.4,0,2.2,2.2,93.3
"8992","Hillary Clinton",4089,0.507,34680,49.3,94.4,0.5,2.1,0.7,0.1,2.2,4.2,91.1
"8995","Donald Trump",2648,0.741,34680,49.3,94.4,0.5,2.1,0.7,0.1,2.2,4.2,91.1
"8996","Donald Trump",1658,0.756,9290,49,96.3,0.3,1,0.4,0,1.9,3.3,93.6
"8999","Hillary Clinton",287,0.461,9290,49,96.3,0.3,1,0.4,0,1.9,3.3,93.6
"9002","Donald Trump",707,0.758,3665,50.5,96.8,0.1,0.7,0.5,0,1.9,2,95.1
"9004","Hillary Clinton",107,0.43,3665,50.5,96.8,0.1,0.7,0.5,0,1.9,2,95.1
"9009","Donald Trump",882,0.752,6064,50.9,96,0.1,1.6,0.2,0,2.2,1.4,94.7
"9010","Hillary Clinton",374,0.405,6064,50.9,96,0.1,1.6,0.2,0,2.2,1.4,94.7
"9011","Hillary Clinton",129,0.524,5150,43.6,91,0.8,5.6,0.6,0,2,3,88.5
"9012","Donald Trump",863,0.717,5150,43.6,91,0.8,5.6,0.6,0,2,3,88.5
"9018","Donald Trump",143,0.786,692,48,94.9,0.1,2.2,0.4,0,2.3,2.7,93.1
"9020","Hillary Clinton",34,0.425,692,48,94.9,0.1,2.2,0.4,0,2.3,2.7,93.1
"9022","Donald Trump",1250,0.733,7640,49.5,87.1,0.4,9.4,0.7,0.1,2.4,2.2,85.4
"9024","Hillary Clinton",344,0.467,7640,49.5,87.1,0.4,9.4,0.7,0.1,2.4,2.2,85.4
"9026","Hillary Clinton",48,0.432,2102,50.2,95.4,0.4,0.8,0.6,0,2.8,1.7,93.9
"9029","Donald Trump",380,0.748,2102,50.2,95.4,0.4,0.8,0.6,0,2.8,1.7,93.9
"9032","Donald Trump",231,0.76,1121,48.9,97.7,0.1,0.4,0.4,0.1,1.2,2.5,95.4
"9035","Hillary Clinton",36,0.6,1121,48.9,97.7,0.1,0.4,0.4,0.1,1.2,2.5,95.4
"9036","Hillary Clinton",7844,0.502,155634,50.9,91.3,0.8,4.5,0.8,0.1,2.7,5.2,87.1
"9038","Donald Trump",17925,0.712,155634,50.9,91.3,0.8,4.5,0.8,0.1,2.7,5.2,87.1
"9043","Donald Trump",2798,0.622,31457,49.9,95.1,1,0.9,1.7,0.1,1.2,8.8,87.4
"9044","Hillary Clinton",177,0.384,31457,49.9,95.1,1,0.9,1.7,0.1,1.2,8.8,87.4
"9046","Hillary Clinton",27,0.54,6398,50.5,98.5,0.3,0.2,0.4,0,0.6,3,95.7
"9048","Donald Trump",772,0.648,6398,50.5,98.5,0.3,0.2,0.4,0,0.6,3,95.7
"9053","Donald Trump",68,0.557,453,51.9,96.7,0.2,0.4,0.2,0,2.4,5.1,93.2
"9054","Hillary Clinton",1,0.25,453,51.9,96.7,0.2,0.4,0.2,0,2.4,5.1,93.2
"9056","Hillary Clinton",4,0.571,764,49.5,96.5,2.6,0.3,0,0,0.7,4.1,92.4
"9060","Donald Trump",108,0.603,764,49.5,96.5,2.6,0.3,0,0,0.7,4.1,92.4
"9064","Hillary Clinton",4,0.444,504,48,98.8,0.2,0.2,0,0,0.8,0.2,98.6
"9065","Donald Trump",99,0.762,504,48,98.8,0.2,0.2,0,0,0.8,0.2,98.6
"9066","Hillary Clinton",27,0.614,5353,49.8,98.3,0.4,0.3,0.3,0,0.7,1.7,96.9
"9069","Donald Trump",740,0.63,5353,49.8,98.3,0.4,0.3,0.3,0,0.7,1.7,96.9
"9073","Donald Trump",1188,0.68,11340,49.9,92.5,0.7,4.1,0.5,0,2.2,11.9,82.8
"9074","Hillary Clinton",45,0.375,11340,49.9,92.5,0.7,4.1,0.5,0,2.2,11.9,82.8
"9079","Hillary Clinton",13,0.565,2033,51.1,97.2,0.1,1.1,0.9,0,0.5,2,95.7
"9080","Donald Trump",327,0.687,2033,51.1,97.2,0.1,1.1,0.9,0,0.5,2,95.7
"9082","Donald Trump",555,0.77,2941,50.8,98.1,0.2,0.5,0.2,0,1.1,1.2,96.9
"9085","Hillary Clinton",6,0.462,2941,50.8,98.1,0.2,0.5,0.2,0,1.1,1.2,96.9
"9086","Donald Trump",3748,0.633,48224,50.3,95.4,1.1,0.5,1.6,0.1,1.3,8.6,87.5
"9089","Hillary Clinton",208,0.308,48224,50.3,95.4,1.1,0.5,1.6,0.1,1.3,8.6,87.5
"9093","Hillary Clinton",54,0.563,6573,50.5,95.7,0.5,2.1,0.3,0.1,1.3,2.7,93.8
"9095","Donald Trump",603,0.66,6573,50.5,95.7,0.5,2.1,0.3,0.1,1.3,2.7,93.8
"9096","Donald Trump",910,0.616,8249,49.2,98,0.4,0.4,0.5,0,0.8,2.8,95.4
"9098","Hillary Clinton",25,0.472,8249,49.2,98,0.4,0.4,0.5,0,0.8,2.8,95.4
"9101","Hillary Clinton",132,0.466,25524,49.6,97,0.5,0.5,0.5,0.1,1.5,3.1,94.3
"9102","Donald Trump",1811,0.606,25524,49.6,97,0.5,0.5,0.5,0.1,1.5,3.1,94.3
"9106","Hillary Clinton",20,0.465,8610,49.4,98.6,0.1,0.5,0.1,0,0.7,1.5,97.2
"9107","Donald Trump",775,0.539,8610,49.4,98.6,0.1,0.5,0.1,0,0.7,1.5,97.2
"9111","Hillary Clinton",16,0.615,3978,51.2,98.6,0.2,0.4,0.1,0,0.8,12.6,86.3
"9113","Donald Trump",476,0.717,3978,51.2,98.6,0.2,0.4,0.1,0,0.8,12.6,86.3
"9116","Donald Trump",1220,0.674,5762,50,90.9,0.4,5.6,0.3,0,2.8,2.8,89.1
"9118","Hillary Clinton",20,0.645,5762,50,90.9,0.4,5.6,0.3,0,2.8,2.8,89.1
"9123","Hillary Clinton",28,0.389,10148,50.2,95.6,0.4,1,1.5,0.1,1.4,6.6,89.9
"9125","Donald Trump",1130,0.688,10148,50.2,95.6,0.4,1,1.5,0.1,1.4,6.6,89.9
"9126","Hillary Clinton",12,0.255,6315,49.4,96.3,0.7,1.3,0.3,0.3,1.1,8.9,89.1
"9130","Donald Trump",702,0.676,6315,49.4,96.3,0.7,1.3,0.3,0.3,1.1,8.9,89.1
"9133","Donald Trump",494,0.666,10504,48.5,91.2,2.9,3.3,0.9,0.5,1.1,43.1,53.9
"9135","Hillary Clinton",24,0.6,10504,48.5,91.2,2.9,3.3,0.9,0.5,1.1,43.1,53.9
"9136","Hillary Clinton",34,0.567,9027,49.9,97.5,0.3,0.6,0.4,0.1,1.1,9.6,88.8
"9139","Donald Trump",783,0.649,9027,49.9,97.5,0.3,0.6,0.4,0.1,1.1,9.6,88.8
"9141","Donald Trump",1306,0.643,10728,50.2,97.6,0.5,0.5,0.3,0,1,2.6,95.3
"9145","Hillary Clinton",20,0.351,10728,50.2,97.6,0.5,0.5,0.3,0,1,2.6,95.3
"9148","Hillary Clinton",76,0.434,20850,50,86.4,4.3,3.8,3.5,0.3,1.6,37.4,51.8
"9149","Donald Trump",819,0.675,20850,50,86.4,4.3,3.8,3.5,0.3,1.6,37.4,51.8
"9154","Hillary Clinton",58,0.314,9042,50.6,89.2,1.8,4.1,1.5,0.6,2.8,4.3,86.1
"9155","Donald Trump",831,0.584,9042,50.6,89.2,1.8,4.1,1.5,0.6,2.8,4.3,86.1
"9158","Hillary Clinton",39,0.312,24096,49.2,91.4,4.3,1.9,0.8,0.3,1.2,33.2,61.1
"9160","Donald Trump",1950,0.662,24096,49.2,91.4,4.3,1.9,0.8,0.3,1.2,33.2,61.1
"9161","Donald Trump",274,0.776,1940,50.2,96.9,0.3,1.3,0.4,0,1.1,5.5,92.2
"9165","Hillary Clinton",2,0.4,1940,50.2,96.9,0.3,1.3,0.4,0,1.1,5.5,92.2
"9168","Hillary Clinton",28,0.459,5782,49.7,97.2,0.6,0.7,0.2,0.1,1.1,12,86.2
"9170","Donald Trump",513,0.569,5782,49.7,97.2,0.6,0.7,0.2,0.1,1.1,12,86.2
"9173","Hillary Clinton",205,0.526,36744,50.7,95.5,1.1,1.1,0.6,0.4,1.3,11.3,85.7
"9174","Donald Trump",2760,0.658,36744,50.7,95.5,1.1,1.1,0.6,0.4,1.3,11.3,85.7
"9177","Donald Trump",23754,0.627,543244,50.7,81.3,11.6,1.2,3.3,0.1,2.5,12,70.9
"9178","Hillary Clinton",5387,0.46,543244,50.7,81.3,11.6,1.2,3.3,0.1,2.5,12,70.9
"9181","Hillary Clinton",14,0.933,1886,49.6,96.6,0.4,1.2,0.1,0.3,1.4,6.5,91
"9183","Donald Trump",219,0.682,1886,49.6,96.6,0.4,1.2,0.1,0.3,1.4,6.5,91
"9187","Donald Trump",574,0.629,5661,50.2,97.3,0.7,0.6,0.7,0,0.7,3.9,94
